sub_category	2024	2023	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964
BOP -Current Account Deficit					-1083.0	-1843.4	-2799.05	-2309.0	-1942.1	-1882.77	-1987.7	-2540.6	-3981.7	-4615.4	-1075.0	-214.3	-3885.6	-1400.2	-1498.5	-650.5	-647.1	-71.2	-236.4	-243.2	-1066.2	-563.3	-225.1	-392.8	-683.3																																
Balance of Payments (BOP) -Trade Deficit					-6007.95	-7997.07	-10343.09	-9619.38	-9090.33	-8388.1	-8286.7	-7608.5	-9416.7	-9710.0	-4825.1	-3122.1	-5980.6	-3656.0	-3370.3	-2516.0	-2243.0	-1538.8	-1406.5	-1157.5	-1797.5	-1369.2	-1091.2	-1224.8	-1343.8																																
