sub_category	2024	2023	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964
Gross Official reserves - Months of Imports					4.23	4.6	3.73	4.55	3.72	4.64	5.1	5	4.4	4.0	6.4	6.3	2.2	3.7	3.3	3.7	3.3	4.2	3.3	2.6	1.7	3.4	4.0	4.2	4.3	4.8	5.1	5.0																													
Grosss Official Reserves (IIP - Reserve Assets)					5664.27	7642.39	6919.22	7958.65	6019.06	7303.64	8208.4	7495.3	7105.9	6749.3	7196.5	5357.4	2560.9	3508.2	2836.8	2735.1	2195.8	2329.0	1700.1	1306.9	1048.5	1650.6	1984.2	2028.9	1937.4	2063.1	2021.9	1674.6																													
